シンボル,詳細,価格,価格 - 通貨,価格変動 % 1日,出来高 1日,相対ボリューム 1日,時価総額,時価総額 - 通貨,PER (株価収益率),"希薄化EPS, 直近12ヶ月","希薄化EPS, 直近12ヶ月 - 通貨","希薄化EPS成長率 %, 直近12ヶ月前年比","配当利回り %, 直近12ヶ月",セクター,アナリストの評価,ADX (平均方向性指数) (14) 1日,"MACD (移動平均収束拡散) (12,26) 1日, Level",RSI (相対力指数) (14) 1日,SMA (単純移動平均) (50) 1日,SMA (単純移動平均) (20) 1日,SMA (単純移動平均) (200) 1日
PANL,Pangaea Logistics Solutions Ltd.,8.69,USD,-5.543478260869563,816548,1.4360940537945213,564621306,USD,29.377958079783635,0.2958,USD,-37.01022146507666,2.30149597238205,その他,強い買い,31.600183528745863,0.298857376770556,49.599979013215886,8.002599999999997,8.936499999999983,6.025800000000007
CGON,"CG Oncology, Inc.",60.37,USD,-1.9490011369173346,1698930,2.014063460431625,5097353148.000001,USD,,-2.0823,USD,-80.12975778546715,0,ヘルスケアテクノロジー,強い買い,36.21109864154065,2.4687936769571195,63.554888094697084,51.44900000000001,55.616500000000016,37.78425
EDSA,"Edesa Biotech, Inc.",3.61,USD,-15.45667447306791,1706491,0.08541427940880453,30136859.000000004,USD,,-1.1465,USD,39.032172294602496,0,ヘルスケアテクノロジー,強い買い,50.01184482564018,0.577471141484498,72.80300223602791,1.5080939999999996,1.6622200000000003,1.9803095899999976
INKT,"MiNK Therapeutics, Inc.",10.95,USD,0.3666361136571874,3954,0.8377118644067797,51400993.99999999,USD,,-3.0346,USD,21.481059821983017,0,ヘルスケアテクノロジー,強い買い,24.547196556506933,-0.21343929015083596,43.20065885196743,11.623232,11.081824999999997,12.81299400000001
PTHS,Pelthos Therapeutics Inc.,22.41,USD,-2.607561929595834,3092,0.3983714698000413,72508518,USD,,,,,0,ヘルスケアテクノロジー,強い買い,17.443549878720503,-0.18144167642296338,46.59400301831483,24.565420000000007,22.62180000000001,38.33687899999988
MYN,BlackRock MuniYield New York Quality Fund Inc,10.01,USD,-0.3980099502487654,122486,0.6010774501981083,942177236,USD,,-0.9002,USD,-285.07401315789474,5.998001998002,その他,強い買い,17.173393415889763,0.01454434717880737,44.18674311797017,10.026528000000013,10.079069999999975,9.782547000000013
IBIO,"iBio, Inc.",2.64,USD,-6.713780918727913,1590512,1.2397416150098566,91195012.00000001,USD,,-1.0059,USD,62.69193679994066,0,ヘルスケアテクノロジー,強い買い,26.95782631932661,0.15128012089602505,54.898059082528434,2.3000000000000016,2.4884999999999993,1.3134060000000023
LGND,Ligand Pharmaceuticals Incorporated,206.27,USD,-1.2826034936587598,260158,1.476324210461803,4113259265.9999995,USD,35.35228889231666,5.8347,USD,,0,ヘルスケアテクノロジー,強い買い,15.362760722915928,3.0142901655161722,63.92458326091617,194.6381,191.79000000000005,166.665575
MITK,"Mitek Systems, Inc.",15.2,USD,0.06583278472679255,776577,0.6645174887682865,688807568.9999999,USD,43.981481481481474,0.3456,USD,274.02597402597405,0,テクノロジーサービス,強い買い,34.48840487437824,1.1423083517813701,74.25859615201581,11.47200000000001,13.176000000000007,10.078925000000003
DERM,Journey Medical Corp.,7.85,USD,-2.363184079601984,91568,0.7701255087253921,261064212.00000003,USD,,-0.3672,USD,60.255438900313884,0,ヘルスケアテクノロジー,強い買い,14.194999461684743,-0.04020097848910531,42.24472734770917,8.135699999999996,8.219749999999998,7.618875000000003
NLST,"Netlist, Inc.",1.26,USD,3.448275862068969,774177,0.6142104368735236,387134151,USD,,-0.0882,USD,57.534906114588345,0,電子テクノロジー,強い買い,21.111824899716066,0.047990816306162865,62.267425246694515,1.0744606000000005,1.121665,0.8082851999999998
MNY,MoneyHero Limited,1.48,USD,1.3698630136986314,23140,0.3175958243148838,64807408,USD,,-0.5786,USD,80.2942578843403,0,テクノロジーサービス,強い買い,47.51960620209212,0.05254612332066211,68.55685921645971,1.2959599999999998,1.3600000000000003,1.3457152600000015
SI,"Shoulder Innovations, Inc.",13.03,USD,-0.6102212051868808,71712,1.7085635457839852,268439919.99999994,USD,,-1.7912,USD,-148.57063558145987,0,ヘルスケアテクノロジー,強い買い,11.75530590487192,-0.1698536209571433,43.66542991291356,13.917000000000005,13.1585,
STXS,"Stereotaxis, Inc.",2.19,USD,-0.454545454545465,886675,2.4480516361022007,204381247,USD,,-0.2811,USD,-3.4216335540838965,0,ヘルスケアテクノロジー,強い買い,16.913319375134,-0.03522092688043177,49.21089230071929,2.331,2.1045000000000003,2.4959499999999992
LUCD,Lucid Diagnostics Inc.,1.4,USD,-3.448275862068969,956222,1.0265700755373721,183538275,USD,,-0.897,USD,20.759717314487624,0,ヘルスケアテクノロジー,強い買い,46.46468045883566,0.06537646876704484,57.84920885861372,1.2385999999999995,1.3469999999999986,1.166185499999998
DIBS,"1stdibs.com, Inc.",5.74,USD,0.7017543859649129,144535,0.5444671051987219,207742671.00000003,USD,,-0.3804,USD,23.383685800604226,0,小売業,強い買い,23.37328847738571,-0.000024967990336577373,55.58639404975963,5.626200000000001,5.392000000000002,3.8969499999999964
NKLR,Terra Innovatum Global N.V.,4.36,USD,-1.1337868480725584,238924,0.5438494619299231,481783967.59999996,USD,43.995963673057524,0.0991,USD,,0,生産財製造,強い買い,13.328882950635693,-0.17419408726866425,44.451480443625975,4.999999999999985,4.416499999999997,8.452574999999998
LENZ,"LENZ Therapeutics, Inc.",12.06,USD,-6.944444444444446,801697,0.9294418053289201,377357033,USD,,-2.1075,USD,70.19432030321887,0,ヘルスケアテクノロジー,強い買い,25.90526295971543,-1.0062963272588217,33.83171728609821,15.607999999999999,13.073000000000008,28.679974999999963
BCRX,"BioCryst Pharmaceuticals, Inc.",8.5,USD,-0.8168028004667477,7788771,1.4928830854171777,2131805344,USD,7.064494680851063,1.2032,USD,,0,ヘルスケアテクノロジー,強い買い,36.24853045492829,0.4517141593716003,70.53870089852887,7.250400000000016,7.439500000000004,8.027825000000005
